date,time,location,operator,flight no,route,AC type,registration,cn/ln,aboard,passengers_on_aboard,crew_on_aboard,fatality,passengers_fatality,crew_fatality,ground_fatality,summary
"December 17, 1997",1913,"Fotina, Greece",Aerosweet Airlines (LVOV),241,Odessa - Thessaloniki,Yakovlev YAK-42,UR-42334,4520422606,70.0,62.0,8.0,70.0,62.0,8.0,0,"The aircraft crashed into Mt. Olympus while approaching Salonica, during a second attempt to land. The plane was holding at 3,300 feet due to heavy traffic. Tower tapes indicate that after the missed approach, the crew reported they were heading north when they actually were heading west. An investigation revealed the crew had poor training, flew too low, didn't know how to use the radar equipment and failed to declare an emergency after they missed the landing strip. A second crash occurred when a C-130 transport plane on its way to pick up troops to assist in the search, crashed into Pastra Mountain."
"December 19, 1997",1613,"Near Palembang, Indonesia",SilkAir,185,Jakarta - Hatta - Singapore,Boeing B-737-300,9V-TRF,28556/2851,104.0,97.0,7.0,104.0,97.0,7.0,0,"The plane disappeared off radar screens and shortly after, crashed into the Musi River. The plane, almost brand-new, cruising in good weather and with an experienced crew, suddenly left normal flight from 35,000 feet and crashed at a high rate of speed into the Sumatran jungle. The right wing and parts of the rudder separated from the aircraft before it crashed. The Indonesian National Transportation Committee found that there was insufficient evidence to find a cause for the accident. The U.S. National Transportation Safety Board strongly disagreed and stated the jet's cockpit voice recorder was intentionally disconnected and its flight controls placed in a nose-down position most likely by the captain. While the U.S. NTSB stopped short of using the term suicide, its dissenting report made it clear it believed the crash was the result of actions by the captain. In July 2004 a California jury found the manufacturer of the PCU valve that controls rudder responsible for the accident after the valve was located and showed defects which may have led to a rudder hardover."
"December 20, 1997",?,"Tanagra, Greece",Military - Greek Air Force,?,Search mission,Lockheed C-130H Hercules,750,4729,5.0,0.0,5.0,5.0,0.0,5.0,0,Crashed in the Pastra mountains while searching for the wreckage of an Aerosweet Yak-42 that was missing.
"December 27, 1997",?,"Atlantic Ocean, off Angola",Renan Airways,?,"Abidjan - Rundu, Nambia",Antonov An-72,ER-ACF,36572094888,5.0,0.0,5.0,5.0,0.0,5.0,0,Went missing while en route. May have been shot down.
"December 28, 1997",2310,Over the Pacific Ocean,United Air Lines,826,Tokyo - Honolulu,Boeing B-747-122,N4723U,19882/175,393.0,374.0,19.0,1.0,1.0,0.0,0,"Two hours into the flight, at FL 310, the plane received reports of severe clear air turbulence in the area and the seat belt sign was turned on. Moments later, the aircraft suddenly dropped around one hundred feet seriously injuring many passengers and causing damage to the aircraft. The plane landed safely back at Tokyo, but  one passenger died of her injuries."
"December 31, 1997",0745,"Rio Sidra, Panama",Parsa,?,Panama City - Rio Sidra,Britten Norman BN-2A Trislander,HP-986PS,178,10.0,9.0,1.0,10.0,9.0,1.0,0,"Crashed into dense jungle, 4 miles short of its destination in heavy fog."
"January 13, 1998",1830,"Brno, Czech Republic",Aeroservice International,?,Gomel - Kunovice,Let 410UVP,YV-928CP,871919,2.0,0.0,2.0,2.0,0.0,2.0,0,Fog and low visibility forced the plane to divert to divert to Brno. After a missed approach the aircraft crashed 3.5 km short of the runway threshold and was destroyed.
"January 13, 1998",2230,"Tor Kach, Pakistan",Military - Ariana Afghan Airlines,?,Kandahar - Herart,Antonov AN-12BP,YA-DAB,5342801,51.0,45.0,6.0,51.0,45.0,6.0,0,"The aircraft  was on a flight from Kandahar to Herat but was forced to return to Kandahar because of poor weather when it crashed into a mountain 70 miles north of Quetta in Khojak Pass. The last message from the pilot was ""we are running low on fuel."" Crashed due to fuel starvation."
"January 27, 1998",1145,"Yangon (Rangoon), Myanmar",Myanmar Airways,403,Thandwe - Sittwe,Fokker F-27 Friendship 600,XY-AES,10576,45.0,41.0,4.0,16.0,15.0,1.0,0,The aircraft crashed on takeoff after the No. 2 engine failed and caused the aircraft to swerve off the runway and crash into an embankment and burst into flames.
"February 02, 1998",1100," Cagyan de Oro, Philippines",Cebu Pacific Air,387,Tacloban - Cagayan de Oro,McDonnell Douglas DC-9-32,RP-C1507,47069/175,104.0,99.0,5.0,104.0,99.0,5.0,0,"Flight 387 originated in Manila on a flight to Tacloban and Cagayan de Oro. The aircraft crashed while on approach to Cagay de Oro into a remote mountainous area.  Wreckage was found near the town of Pagalungan, NE of Cagay de Oro. The last radio message from the pilot was ""leveling off at 5,000 feet sir.""  The cockpit voice recorder revealed that the GPWS warned of terrain a dozen times just before impact. The crew apparently got lost in a cloud, never realizing they were headed into a mountain. Pilot error, inadequate training standards and deficient equipment."
"February 03, 1998",15:15,"Near Cavalese, Trento, Italy",Military - U.S. Marine Corps,-,?,Grummand EA-6B,163045/CY-02,P-130,2.0,0.0,2.0,0.0,0.0,0.0,20,The aircraft struck and severed the cable to a gondola causing it to fall 300 ft. to the ground and killing 20 on board. The plane landed safely. Negligence by the crew in flying above the speed limit and well below the prescribed minimum altitude in the area.
"February 04, 1998",2217,"Terceira, Portugal",Air Luxor,?,Terceira - Lisbon,Antonov 12BP,LZ-SFG,3341605,7.0,0.0,7.0,7.0,0.0,7.0,0,"Shortly after taking off the plane lost power in the No. 3 engine followed by the No. 4 engine. The plane rolled to the right, stalled, entered an spin and crashed."
"February 05, 1998",1210,"Near Navafria, Spain",Military - Spanish Air Force,?,?,CASA 212-S1 Aviocar 100,D-3B-9,297,5.0,0.0,5.0,5.0,0.0,5.0,0,Crashed in the Los Hoyos mountains while on a military training flight.
"February 12, 1998",0830,"Near Nasir, Sudan",Military - Sudan Air Force,?,?,Antonov AN-32,?,AN32052,57.0,50.0,7.0,27.0,24.0,3.0,0,Overshot the runway in heavy fog and crashed into the Sobat River.
"February 16, 1998",2009,"Taipei, Taiwan",China Airlines (Taiwan),676,Denpasar - Taipei,Airbus A300-622R,B-1814,578,196.0,182.0,14.0,196.0,182.0,14.0,7,"The aircraft was attempting to land at Taipei's international airport in rain and fog when the crew requested a go-around. The plane crashed into a residential neighborhood, ripping the roofs off several structures, skidding into a rice paddy and bursting in flames. DFDR data showed complete autopilot disengagement just after landing clearance. This was  followed by an attempted manually flown go-around with falling airspeed and a pitch-up of 40 degrees followed by a gain of 1,000 feet in altitude, total stall and a dive resulting in impact with the ground. Pilot error."
"March 10, 1998",1635,"Mombasa, Kenya",Air Memphis,?,"Mombasa, Kenya - Cairo, Egypt",Boeing 707-336C,SU-PBA,19843/735,6.0,0.0,6.0,6.0,0.0,6.0,0,"The cargo plane struck the approach lights as it took off from Runway 3, then struck a hill and disintegrated."
"March 18, 1998",1931,"Off Hsinchu, Taiwan",Formosa Airlines,7623,Hsinchu - Kao Hsiung,Saab340B,B-12255,340B-377,13.0,8.0,5.0,13.0,8.0,5.0,0,"The aircraft crashed in the sea, 11 km off Hsinchu, shortly after taking off from Hsinchu. Instrument failure and loss of power in the aircraft's right engine in turbulence."
"March 19, 1998",1400,"Near Charasyab, Afghanistan",Ariana Afghan Airlines,?,Dubai - Kandahar - Kabul,Boeing B-727-228,YA-FAZ,22288/1712,45.0,32.0,13.0,45.0,32.0,13.0,0,"The plane was descending for a landing at Kabul on visual when it struck 3,000 ft. Sharhi Baranta Mountain, 300 feet below the summit in dense fog and rain."
"March 22, 1998",1942,"Bacolod, Philippines",Philippine Air Lines,137,Manila - Bacolod,Airbus A.320-214,RP-C3222,708,127.0,121.0,6.0,0.0,0.0,0.0,3,"The aircraft overran the 6,888 ft. runway, went through a concrete perimeter fence, crossed a small river and hit a karaoke house before stopping near a market. The plane was (legally) released from Manila with the No. 1 reverser deactivated. The plane landed mid-runway and the crew incorrectly used the No. 2 reverser to try and stop the plane causing it to veer to the right. The No. 2 engine was then to set to forward thrust steering the plane back on the runway.  A go-around was attempted but it was too late and the aircraft overran the runway."
"March 28, 1998",0935,"Piura, Peru",Fuerza Aérea del Peru,388,Tumbes - Piura,Antonov AN-32,OB-1388,1203,55.0,50.0,5.0,22.0,22.0,0.0,1,A Peruvian air force plane carrying villagers stranded by flooding crashed while attempting to land at Piura Airport. The pilot tried to glide the plane after losing an engine but crashed near a shantytown 2 kilometers from the airport. The plane began losing altitude after an engine failed and crashed into a drainage canal and broke in two. Engine failure.
"March 31, 1998",?,"Near Mexico City, Mexico",Linea Aérea Mexicana de Carga,?,?,Convair CV-240-53,XA-TAP,53-13,4.0,0.0,4.0,2.0,0.0,2.0,0,Shortly after taking off the cargo plane experienced a fire in the No. 2 engine. The plane crashed while attempting to make an emergency landing on a road.
"April 20, 1998",1647,"Near Bogota, Colombia",Air France,422,Bogota - Quito,Boeing B-727-230,HC-BSU,21622/1431,53.0,43.0,10.0,53.0,43.0,10.0,0,"The aircraft, leased from TAME, crashed atop fog covered Cerro el Cable mountain and exploded into flames, three minutes after taking off from Bogota's El Dorado airport. The aircraft was leased to Air France by TAME airlines. The crew did not turn in the proper direction after reaching the Romeo non-directional beacon even though the flight crew acknowledged an air traffic controller's warning that they were off course."
"May 05, 1998",2130,"Andoas, Peru",Fuerza Aérea del Peru,?,Iquitos - Andoas,Boeing B-737-282,FAP-351,23041/962,88.0,81.0,7.0,75.0,69.0,6.0,0,"The aircraft was chartered by the Los Angeles-based Occidental Petroleum Corporation. The plane crashed in light rain, while on final approach, in a swampy area, three miles short of Andoas. There were reports of a lightning flash preceding the accident."
"May 12, 1998",1930,"Near Nema, Mauritania",Military - Mauritanian Air Force,?,Nema - Nouakchott,Xian Yunshuji Y-7-100C,5T-MAG,007H03,42.0,35.0,7.0,39.0,32.0,7.0,0,Crashed shortly after taking off in a sandstorm.
"May 25, 1998",1020,"Near Longtiang, Laos",Military - Lao People's Liberation Army Air Force,?,Vientiane - Xiang Khoang,Yakovlev YAK-40,34001,9431835,26.0,20.0,6.0,26.0,20.0,6.0,0,"The aircraft struck a jungle covered mountain at 1,800m, after making a premature descent to land during a heavy rainstorm."
"May 25, 1998",0032,"Indian Trail, North Carolina",Air Taxi - US Helicopters Inc.,?,"Charlotte, NC - Monroe, NC",Bell 206L-3,N96CW,?,5.0,4.0,1.0,5.0,4.0,1.0,0,The helicopter's skids contacted a high-tension static ground wire about 150 feet above the ground. The pilot's failure to maintain altitude while operating in adverse weather. A contributing factor was the incoming fog and high tension static wire.
"May 26, 1998",0930,"Near Erdenet, Mongolia",MIAT - Mongolian Airlines,?,Erdenet - Moron,Harbin Yunshuji Y-12 II,JU-1017,?,28.0,26.0,2.0,28.0,26.0,2.0,0,"The aircraft crashed into the side of a mountain at 2,800m,  13 minutes after taking off from Erdenet. The plane, designed to carry a maximum of 19 passengers, was carring 26. Overloaded."
"June 18, 1998",0728,"Montreal, Canada",Propair,420,Montreal - Peterborough,Swearingen SA-226TC Metroliner II,C-GQAL,TC-233,11.0,9.0,2.0,11.0,9.0,2.0,0,"Flight 420 took off from Montreal's Dorval Airport on a flight to Peterborough  About 12 minutes after take off, at an altitude of 12,500 feet, the crew advised ATC that they had a hydraulic problem and requested clearance to return to Dorval. The crew then advised ATC that the left engine had been shut down because it was on fire. The crew decided to proceed to Mirabel International Airport. Then crew then advised ATC that the engine fire was out. On final for Runway 24, the crew advised ATC that the left engine was again on fire. The landing gear was extended on short final, and when the aircraft was over the runway, the left wing broke upwards. The fuselage inverted, struck the runway and slid 2,500 feet and came to rest on the left side of the runway.  PC: The crew did not realize that the pull to the left and the extended take-off run were due to the left brakes' dragging, which led to overheating of the brake components. The dragging caused overheating and leakage, probably at one of the piston seals that retain the brake hydraulic fluid. When hydraulic fluid leaked onto the hot brake components, the fluid caught fire and initiated an intense fire in the left nacelle, leading to failure of the main hydraulic system. When the L WING OVHT light went out, the overheating problem appeared corrected; however, the fire continued to burn. The crew never realized that all of the problems were associated with a fire in the wheel well, and they did not realize how serious the situation was. The left wing was weakened by the wing/engine fire and failed, rendering the aircraft uncontrollable."
"June 25, 1998",0932,"Mt. Waialeale, Hawaii",Air Taxi - Ohana Helicopter Tours,?,Sightseeing,Eurocopter AS-350-BA,N594BK,2735,6.0,4.0,2.0,6.0,4.0,2.0,0,"The helicopter impacted a mountain on a sightseeing trip. The pilot's decision to continue VFR flight into deteriorating weather conditions consisting of lowering ceilings and visibility in mountainous terrain, which resulted in the inadvertent entry into instrument meteorological conditions and a collision with a mountainside. A factor in the accident was the failure of the chief pilot, who had directly observed the deteriorating weather conditions, to direct the following pilots to avoid the area."
